CÓDIGO,nombre_limpio,cantidad_base,unidad_base,CATEGORÍA
104538380,MERLUZA LOMITO AUSTRAL APANADO 100 GR (CAJA 60),100,gr,PESCADOS Y MARISCOS
150000286,MERMELADA BERRIES REGIMEL 200 G (CAJA 24),200,g,ABARROTES
150001782,MERMELADA DAMASCO PERELLO 250 G (CAJA 24),250,g,ABARROTES
150001128,MERMELADA DAMASCO REGIMEL 200 G (CAJA 24),200,g,ABARROTES
104528510,MERMELADA DE DAMASCO AMBROSOLI 1 KG (CAJA 10),1,kg,ABARROTES
104528520,MERMELADA DE DURAZNO AMBROSOLI 1 KG (CAJA 10),1,kg,ABARROTES
104528500,MERMELADA DE FRAMBUESA AMBROSOLI 1 KG (CAJA 10),1,kg,ABARROTES
150001783,MERMELADA DURAZNO PERELLO 250 G (CAJA 24),250,g,ABARROTES
150001129,MERMELADA DURAZNO REGIMEL 200 G (CAJA 24),200,g,ABARROTES
150001785,MERMELADA FRAMBUESA PERELLO 250 G (CAJA 24),250,g,ABARROTES
104524370,MERMELADA FRUTILLA PERELLO 250 G (CAJA 24),250,g,ABARROTES
150001130,MERMELADA FRUTILLA REGIMEL 200 G (CAJA 24),200,g,ABARROTES
104535210,MERMELADA MINI DAMASCO RELKON 20 G (CAJA 192),20,g,ABARROTES
104548280,MERMELADA MINI DURAZNO LIGHT RELKON 20G (CAJA 192),20,g,ABARROTES
104535220,MERMELADA MINI DURAZNO RELKON 20 G (CAJA 192),20,g,ABARROTES
104535230,MERMELADA MINI FRUTILLA LIGHT RELKON 20G (CAJA 192),20,g,ABARROTES
104535240,MERMELADA MINI FRUTILLA RELKON 20 G (CAJA 192),20,g,ABARROTES
104535250,MERMELADA MINI MORA RELKON 20 G (CAJA 192),20,g,ABARROTES
150001784,MERMELADA MORA PERELLO 250 G (CAJA 24),250,g,ABARROTES
104547070,MEZCLA CHAPSUI IQF MINUTO VERDE 1KG (CAJA 9),1,kg,FRUTAS Y VERDURAS CONGELADAS
104542860,"MEZCLA VERDURAS CHAPSUI ARDO 2,5 KG (CAJA 4)","2,5",kg,FRUTAS Y VERDURAS CONGELADAS
150000095,MIEL DE ABEJA AMBROSOLI 1 KG (CAJA 6),1,kg,ABARROTES
150001530,MIEL DE PALMA COCALAN 700 G (CAJA 12),700,g,ABARROTES
104535260,MIEL MINI RELKON 20 G (CAJA 192),20,g,ABARROTES
104546950,MINI COCADA CON CHOCOLATE 1 KG (CAJA),1,kg,BOLLERÍA Y PASTELERIA
104549420,MINI CROISSANT MTQ 25 G (CAJA 200),25,g,BOLLERÍA Y PASTELERIA
105154030,MINI DONUT AZUCAR POPPIES 24 G (CAJA 80),24,g,BOLLERÍA Y PASTELERIA
105154040,MINI DONUT CHOCO PEPITAS POPPIES 31 G (CAJA 80),31,g,BOLLERÍA Y PASTELERIA
104521100,MINI DONUT MOSTACILLA POPPIES 31 G (CAJA 80),31,g,BOLLERÍA Y PASTELERIA
104545340,"MINI PALMERA DE AZUCAR 1,8 KG (CAJA)","1,8",kg,BOLLERÍA Y PASTELERIA
104351590,MINI TOP HOJALDRE CHOCOLATE BERLYS 55 G (CAJA 100),55,g,BOLLERÍA Y PASTELERIA
104525040,MIX BERRIES 1 KG (CAJA 15),1,kg,FRUTAS Y VERDURAS CONGELADAS
104547320,MIX CAJUNA ALMIFRUT 80 G (CAJA 25),80,g,ABARROTES
104523160,MIX DE DONUT RELLENAS POPPIES 68 G (CAJA 36),68,g,BOLLERÍA Y PASTELERIA
104523170,MIX DE MINI DONUT POPPIES 18 G (CAJA 112),18,g,BOLLERÍA Y PASTELERIA
104538930,MIX DE MINI DONUT RELLENAS POPPIES 23 G (CAJA 48),23,g,BOLLERÍA Y PASTELERIA
104547340,MIX DELICIAS ALMIFRUT 80 G (CAJA 25),80,g,ABARROTES
104547350,MIX ENERGIA ALMIFRUT 80 G (CAJA 25),80,g,ABARROTES
104533300,MIX GALLETA AMERICANA CSM 10KG (SACO),10,kg,REPOSTERIA
104543330,MIX HIERBAS PROVENZAL 227 G BADIA (CAJA 6),227,g,SALSAS Y CONDIMENTOS
104547330,MIX NATURAL ALMIFRUT 80 G (CAJA 25),80,g,ABARROTES
104543780,MIX SOPAIPILLA LISTA CONG 30 UN (CAJA 4),30,un,PAPAS Y APERITIVOS
104545080,"MOLIDA VACUNO 73 27 CAB 4,5 KG (CAJA)","4,5",kg,CARNES
104542640,MOLIDA VACUNO 80 20 CAB 3 LBS (CAJA 12),,,CARNES
104545060,"MOLIDA VACUNO 80 20 CAB 4,5 KG APROX (CAJA)","4,5",kg,CARNES
104533750,MOLINILLO SAL ROSADA HIMALAYA LOBOS 88 G (CAJA 15),88,g,ABARROTES
104538550,MORTADELLA MODENA CON PISTACHO 6 7 KG (CAJA),7,kg,FIAMBRERIA
102600017,MOST DIJON FRENCHS SQUEEZE 12X12 OZ ING (CAJA 12),,,SALSAS Y CONDIMENTOS
104540340,MOSTACCIOLI CAROZZI 400 G (DISPLAY 30),400,g,ABARROTES
104540200,MOSTACCIOLI CAROZZI 5 KG (CAJA 2),5,kg,ABARROTES
104548260,MOSTAZA BOLSA HEINZ 3 KG (CAJA 4),3,kg,SALSAS Y CONDIMENTOS
201200220,MOSTAZA DJ C V 2 KG FS (CAJA 6),2,kg,SALSAS Y CONDIMENTOS
201200014,MOSTAZA DON JUAN 900 G RRP (CAJA 15),900,g,SALSAS Y CONDIMENTOS
104529150,MOSTAZA HEINZ 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
150000152,MOSTAZA HELLMANNS 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
150000155,MOSTAZA JB 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
104547680,"MOSTAZA MIEL BOLSA 1,1 KG (CAJA 5)","1,1",kg,SALSAS Y CONDIMENTOS
201222750,MOSTAZA MINI DON JUAN 8 G (CAJA 700),8,g,SALSAS Y CONDIMENTOS
104549320,MOSTAZA PET DOMINO 361 G (CAJA 12),361,g,SALSAS Y CONDIMENTOS
201222770,MOSTAZA PET DON JUAN 240 G EN RRP (CAJA 24),240,g,SALSAS Y CONDIMENTOS
104544080,MOSTAZA PET HEINZ 396 G (CAJA 12),396,g,SALSAS Y CONDIMENTOS
104531620,MOSTAZA PET HEINZ FS 361 G (CAJA 16),361,g,SALSAS Y CONDIMENTOS
104523050,MOSTAZA SACHET CAROZZI 8 G (CAJA 500),8,g,SALSAS Y CONDIMENTOS
104529180,MOSTAZA SACHET HEINZ 6 G (CAJA 500),6,g,SALSAS Y CONDIMENTOS
104530220,MOSTAZA TRAVERSO 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
104538200,MOZZARELLA FINGERS AVIKO 1 KG 25 G (CAJA 6),1,kg,PAPAS Y APERITIVOS
104542880,MUFFIN ARANDANO FRAMBUESA PAVESI 115 G (CAJA 30),115,g,BOLLERÍA Y PASTELERIA
104542890,MUFFIN ARANDANO FRAMBUESA PAVESI 60 G (CAJA 30),60,g,BOLLERÍA Y PASTELERIA
104524440,MUFFIN CHOCOLATE CHIPS 115 G (CAJA 30),115,g,BOLLERÍA Y PASTELERIA
104524450,MUFFIN CHOCOLATE CHIPS 60 G (CAJA 30),60,g,BOLLERÍA Y PASTELERIA
104542900,MUFFIN CHOCOLATE CHIPS PAVESI 115 G (CAJA 30),115,g,BOLLERÍA Y PASTELERIA
104542910,MUFFIN CHOCOLATE CHIPS PAVESI 60 G (CAJA 30),60,g,BOLLERÍA Y PASTELERIA
104528080,MUFFIN MANZANA CANELA 115 G (CAJA 30),115,g,BOLLERÍA Y PASTELERIA
104542920,MUFFIN MANZANA CANELA PAVESI 115 G (CAJA 30),115,g,BOLLERÍA Y PASTELERIA
104535350,MUFFIN RELLENO CHOCOLATE PAVESI 115 GR (CAJA 30),115,gr,BOLLERÍA Y PASTELERIA
104535360,MUFFIN RELLENO MANJAR PAVESI 115 GR (CAJA 30),115,gr,BOLLERÍA Y PASTELERIA
104545350,MUFFIN VAINILLA CHIPS 115 G (CAJA 30),115,g,BOLLERÍA Y PASTELERIA
104528070,MUFFIN ZANAHORIA NUEZ 115 G (CAJA 30),115,g,BOLLERÍA Y PASTELERIA
104542930,MUFFIN ZANAHORIA NUEZ PAVESI 115 G (CAJA 30),115,g,BOLLERÍA Y PASTELERIA
104548950,MUFFINS MIX VARIEDADES 30 UN (CAJA),30,un,BOLLERÍA Y PASTELERIA
104518430,MUG LAVAZZA (CAJA 12),,,CAFE Y BEBIDAS CALIENTES
104518220,MUG LAVAZZA (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104538990,MUG RESERVA DE TIERRA (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104543490,NAPOLITANA JAMON QUESO 70 G (CAJA 80),70,g,BOLLERÍA Y PASTELERIA
104543500,NAPOLITANA RICOTTA ESPINACA 70 G (CAJA 80),70,g,BOLLERÍA Y PASTELERIA
104549110,NECTAR DURAZNO VIVO 1 L (CAJA 12),1,l,BEBIDAS
104549100,NECTAR NARANJA VIVO 1 L (CAJA 12),1,l,BEBIDAS
104549120,NECTAR PINA VIVO 1 L (CAJA 12),1,l,BEBIDAS
104527760,NOT BURGER FOOD SERVICE 115 G (CAJA 40),115,g,CARNES
209100057,NOT BURGER XL 40X150G (CAJA 40),,l,CARNES
104533130,NOT CHICKEN BURGER CRISPY 95 GR (CAJA 56),95,gr,CARNES
104529640,NOT CHICKEN BURGER NOTCO 95 G (CAJA 40),95,g,CARNES
104527820,NOT MAYO ORIGINAL BOLSA 1 KG (CAJA 12),1,kg,SALSAS Y CONDIMENTOS
104527720,NOT MILK 1 L LOW FAT (CAJA 12),1,l,LACTEOS
104528720,NOT MILK ORIGINAL 1 L (CAJA 12),1,l,LACTEOS
150000862,NUEZ CUARTILLO 1 KG (CAJA 10),1,kg,ABARROTES
150000767,NUEZ MARIPOSA 1 KG (CAJA 10),1,kg,ABARROTES
104520680,NUGGET CROCANTE SADIA 3 KG (CAJA 2),3,kg,CARNES
104538370,NUGGETS DE REINETA APANADO BOLSA 400 GR (CAJA 14),400,gr,PESCADOS Y MARISCOS
102310110,NUTELLA & GO 52 G (CAJA 24),52,g,ABARROTES
102300260,NUTELLA 350 G (CAJA 12),350,g,REPOSTERIA
104517170,NUTELLA BALDE 3 KG (CAJA 2),3,kg,REPOSTERIA
104511850,OREGANO 1 KG (KG),1,kg,SALSAS Y CONDIMENTOS
104543340,OREGANO ENTERO 155 G BADIA (CAJA 6),155,g,SALSAS Y CONDIMENTOS
201700308,OREGANO ENTERO 250G BOLSA EDRA (CAJA 10),250,g,SALSAS Y CONDIMENTOS
104544810,OSTION 1 2 CONCHA DEL NORTE 20 30 IQF 1K (CAJA 8),1,k,PESCADOS Y MARISCOS
104544800,OSTION C CORAL DEL NORTE IQF 1 KG (CAJA 10),1,kg,PESCADOS Y MARISCOS
104544820,OSTION SIN CORAL IQF 1 KG CHILE (CAJA 10),1,kg,PESCADOS Y MARISCOS
104517980,PAELLERAS 37 CM (CAJA 10),37,cm,UTENSILIOS Y SUMINISTROS
104535270,PALANCA BRASIL CAT V (CAJA),,,CARNES
104360460,PALITOS SUSHI BAMBOO 100 PARES (CAJA 20),,,EMPAQUES
104547030,PALMITOS ENTEROS DON GIUSEPPE 400 GR (CAJA 24),400,gr,CONSERVAS
101520120,PALMITOS ESMERALDA 400 G (CAJA 24),400,g,CONSERVAS
101520140,PALMITOS ESMERALDA 810 G (CAJA 12),810,g,CONSERVAS
101520200,PALMITOS RODAJAS ESMERALDA 400 G (CAJA 24),400,g,CONSERVAS
101520250,PALMITOS RODAJAS ESMERALDA 810 G (CAJA 12),810,g,CONSERVAS
104548180,PALTA HASS MOLIDA CHILENA 500 G (CAJA 6),500,g,FRUTAS Y VERDURAS CONGELADAS
104548130,PAN BAGUETTE MULTIGRANO PAGNIFIQUE 145 G (CAJA 50),145,g,PANADERIA
104520830,PAN BAGUETTE SANDWICH PAGNIFIQUE 133 G (CAJA 61),133,g,PANADERIA
104254040,PAN CIABATTA PAGNIFIQUE 129 G (CAJA 35),129,g,PANADERIA
104548910,PAN DE MESA DIAMANTE BERLYS 55 G (CAJA 110),55,g,PANADERIA
104548930,PAN DE MESA MINI KAISER BERLYS 45 G (CAJA 34),45,g,PANADERIA
104548120,PAN FLAUTA RUSTICA PAGNIFIQUE 270 G (CAJA 24),270,g,PANADERIA
104546900,PAN HAMBURGUESA BRIOCHE 10 CM (CAJA 210),10,cm,PANADERIA
104522660,PAN HAMBURGUESA BRIOCHE 10 CM (CAJA 240),10,cm,PANADERIA
104546910,PAN HAMBURGUESA BRIOCHE 12 CM (CAJA 140),12,cm,PANADERIA
104521720,PAN HAMBURGUESA BRIOCHE 12 CM (CAJA 180),12,cm,PANADERIA
104540140,"PAN HAMBURGUESA DE PAPA 11,5 CM (CAJA 80)","11,5",cm,PANADERIA
104545310,PAN HAMBURGUESA DE PAPA MARTINS 10 CM (CAJA 60),10,cm,PANADERIA
104547790,PAN HAMBURGUESA FRICA 10 CM (CAJA 55),10,cm,PANADERIA
104548220,PAN HAMBURGUESA FRICA 11 CM (CAJA 75),11,cm,PANADERIA
104254030,PAN MESA REDONDO PAGNIFIQUE 28 G (CAJA 214),28,g,PANADERIA
104548920,PAN MINI BAGUETTE BERLYS 25 G (CAJA 150),25,g,PANADERIA
104548110,PAN MINI CIABATTA PAGNIFIQUE 45 G (CAJA 80),45,g,PANADERIA
104512250,PANCHITOS PANCHO VILLA 320 G (CAJA 10),320,g,ABARROTES
104512170,PANCHITOS PANCHO VILLA 500 G (CAJA 8),500,g,ABARROTES
105100143,PANETTONE FRUTAS B EXP 18X400G (CAJA 18),400,g,BOLLERÍA Y PASTELERIA
104549610,PANGASIUS FILETE S P 1KG 120 170G IMPORT (CAJA 10),,p,PESCADOS Y MARISCOS
104528010,PANGASIUS FILETE S P 1KG 170 220G IMPORT (CAJA 10),,p,PESCADOS Y MARISCOS
104518880,PANGASIUS FILETE S P 1KG 170 220G IMPORT (CAJA 5),,p,PESCADOS Y MARISCOS
104538060,PANKO BLANCO MAYAMOTO 1 KG (CAJA 10),1,kg,ABARROTES
150000304,PANO ESPONJA ABSORBENTE VIRUTEX 3 UDS (CAJA 50),,,HIGIENE Y LIMPIEZA
104540030,PANO ESPONJA NATURAL VIRUTEX 3 UDS (CAJA 50),,,HIGIENE Y LIMPIEZA
104547870,PANO LIMPIEZA MAXWIPE 70 BOBINA 750 UN (UNIDAD),750,un,HIGIENE Y LIMPIEZA
150000303,PANO LIMPIEZA MULTIUSO VIRUTEX 3 UDS (CAJA 50),,,HIGIENE Y LIMPIEZA
104527520,"PAPA 10 MM AVIKO 2,5 KG (CAJA 4)","2,5",kg,PAPAS Y APERITIVOS
104527430,"PAPA 12 MM AVIKO 2,5 KG (CAJA 4)","2,5",kg,PAPAS Y APERITIVOS
104544620,"PAPA 14 MM AVIKO 2,5 KG (CAJA 4)","2,5",kg,PAPAS Y APERITIVOS
104543640,"PAPA 7 MM 2,5 KG (CAJA 4)","2,5",kg,PAPAS Y APERITIVOS
104539340,"PAPA C PIEL JACKET WEDGES AVIKO 2,5KG (CAJA 4)",,,PAPAS Y APERITIVOS
104542700,PAPA CANOA 2 KG (CAJA 5),2,kg,PAPAS Y APERITIVOS
104517930,"PAPA CRINKLE 12 MM AVIKO 2,5 KG (CAJA 4)","2,5",kg,PAPAS Y APERITIVOS
104544660,"PAPA CRUNCH 10 MM AVIKO 2,5 KG (CAJA 4)","2,5",kg,PAPAS Y APERITIVOS
201700496,PAPA FRITA CORTE AMERICANO 10X350G (CAJA 10),350,g,ABARROTES
104529210,"PAPA PREMIUM CRUNCH 10 MM AVIKO 2,27 KG (CAJA 4)","2,27",kg,PAPAS Y APERITIVOS
104544680,"PAPA STEAKHOUSE 8 18 MM AVIKO 2,5 KG (CAJA 4)","2,5",kg,PAPAS Y APERITIVOS
104516720,"PAPA SUPERLONG C PIEL 10 MM AVIKO 2,5 KG (CAJA 4)","2,5",kg,PAPAS Y APERITIVOS
104544690,"PAPA TIPO ESPANOLA AVIKO 2,5 KG (CAJA 4)","2,5",kg,PAPAS Y APERITIVOS
104547110,"PAPAS ENTERAS COCIDA 2,5 KG (CAJA 6)","2,5",kg,PAPAS Y APERITIVOS
201700351,PAPAS FRITAS AMERICANAS MARCO POLO 42G (CAJA 54),42,g,ABARROTES
201700497,PAPAS FRITAS CASERAS 10X350G (CAJA 10),350,g,ABARROTES
201700352,PAPAS FRITAS CASERAS MARCO POLO 42G (CAJA 54),42,g,ABARROTES
201700508,PAPAS FRITAS JAMON SERRANO 180G (CAJA 16),180,g,ABARROTES
201700195,PAPAS FRITAS RUSTICAS SAL DE MAR MP 38 G (CAJA 66),38,g,ABARROTES
104544670,"PAPAS NOISETTES AVIKO 2,5 KG 7 G (CAJA 4)","2,5",kg,PAPAS Y APERITIVOS
104531470,PAPAS ORIGINAL KRYZPO 37 G (CAJA 48),37,g,ABARROTES
104531480,PAPAS QUESO KRYZPO 37 G (CAJA 48),37,g,ABARROTES
104544260,PAPAYA AL JUGO FRASCO 1 KG (CAJA 20),1,kg,CONSERVAS
104534020,PAPEL ANTIGRASA B N 30X40 CM 500 UDS (UNIDAD),40,cm,UTENSILIOS Y SUMINISTROS
104534030,PAPEL ANTIGRASA B R 30X40 CM 500 UDS (UNIDAD),40,cm,UTENSILIOS Y SUMINISTROS
104534040,PAPEL ANTIGRASA LONDON 25X20 CM 500 UDS (UNIDAD),20,cm,UTENSILIOS Y SUMINISTROS
104534050,PAPEL ANTIGRASA LONDON 30X40 CM 500 UDS (UNIDAD),40,cm,UTENSILIOS Y SUMINISTROS
104534060,PAPEL ANTIGRASA PASTELERIA 25X20CM500UDS (UNIDAD),,,UTENSILIOS Y SUMINISTROS
104533630,PAPEL HIGIENICO CLASSIC JUMBO 1H 500 M (DISPLAY 4),,,HIGIENE Y LIMPIEZA
104527500,PAPEL HIGIENICO EXCELLEN 2H 250 M 6 UN (UNIDAD),6,un,HIGIENE Y LIMPIEZA
104526710,PAPEL HIGIENICO EXCELLENCE 2H 20M 16 UN (DISPLAY 3),16,un,HIGIENE Y LIMPIEZA
105201800,PAPEL WRAP 500UN (CAJA 4),500,un,UTENSILIOS Y SUMINISTROS
150000769,PASAS MORENAS 1 KG (CAJA 10),1,kg,ABARROTES
150001764,PASAS RUBIAS 1 KG (CAJA 10),1,kg,ABARROTES
104548440,PASTA AVE MAYO 1 KG (CAJA 8),1,kg,PLATOS PREPARADOS
104548450,PASTA AVE PIMENTON 1KG (CAJA 8),1,kg,PLATOS PREPARADOS
104549570,PASTA CHOCLO ALBAHACA 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104303640,PASTA CHOCLO MINUTO VERDE 1 KG (CAJA 7),1,kg,FRUTAS Y VERDURAS CONGELADAS
104544960,PASTA DE ALMENDRA 33% 5KG (UNIDAD),5,kg,REPOSTERIA
104548290,PASTA FETTUCCINE N°6 BARILLA 5 KG (CAJA 3),5,kg,ABARROTES
104544220,PASTA GNOCCHETTI SARDI N°60 BARILLA 5 KG (CAJA 3),5,kg,ABARROTES
104544160,PASTA PENNE RIGATE N°73 BARILLA 5 KG (CAJA 3),5,kg,ABARROTES
104544140,PASTA SPAGHETTI N°5 BARILLA 5 KG (CAJA 3),5,kg,ABARROTES
104544200,PASTA TAGLIATELLE AL HUEVO BARILLA 1 KG (CAJA 6),1,kg,ABARROTES
104544190,PASTA TAGLIATELLE BARILLA 6 KG (UNIDAD),6,kg,ABARROTES
104547410,PASTEL DE ALMENDRAS 70 G (CAJA 48),70,g,BOLLERÍA Y PASTELERIA
104532790,PASTEL DE LIMON POPPIES (CAJA 120),,,BOLLERÍA Y PASTELERIA
150001020,PATE DE TERNERA SAN JORGE 125 G 16 UDS (CAJA),125,g,FIAMBRERIA
104526760,PECHUGA DESHUESADA DE POLLO 1 KG (CAJA 12),1,kg,CARNES
104547170,PECHUGA DESHUESADA DE POLLO 2 KG (CAJA 10),2,kg,CARNES
104539500,PECHUGA DESHUESADA DE POLLO 2 KG (CAJA 6),2,kg,CARNES
104524310,PECHUGA DESHUESADA DE POLLO MARINADA 1 K (CAJA 12),1,k,CARNES
104547140,PECHUGA DESHUESADA DE POLLO MARINADA 2 K (CAJA 10),2,k,CARNES
104524330,PECHUGA DESHUESADA DE POLLO MARINADA 2 K (CAJA 6),2,k,CARNES
104534530,PECHUGA PAVO DESHUESADO 15 KG (CAJA),15,kg,CARNES
150001921,PECHUGA POLLO C HUESO AGROSUPER 17 KG (CAJA),17,kg,CARNES
104520880,PECHUGA POLLO COC GRILL 10 KG 80 140 G (CAJA),10,kg,CARNES
104520850,PECHUGA POLLO MARINADA DESH NAC 18 KG (CAJA),18,kg,CARNES
104520890,PECHUGA POLLO MARINADA S H LP 15K (CAJA),15,k,CARNES
105045110,PECHUGA POLLO REBOZ SADIA 25 UDS 120 G (CAJA 2),120,g,CARNES
102500042,PENNE RIGATE BARILLA 500G (CAJA 12),500,g,ABARROTES
102500017,PENNE RIGATE INTEGRAL BARILLA 500G (CAJA 14),500,g,ABARROTES
102500009,PENNE RIGATE S GLUTEN BARILLA 400G (CAJA 14),400,g,ABARROTES
104549370,PEPINILLO BREADN BUTTER RODAJA HEINZ 3KG (CAJA 6),3,kg,ACEITUNAS Y ENCURTIDOS
104531630,PEPINILLO DILL RODAJAS HEINZ 3 KG (CAJA 6),3,kg,ACEITUNAS Y ENCURTIDOS
104530240,PEPINILLO MEDIANO TRAVERSO 1 KG (CAJA 6),1,kg,ACEITUNAS Y ENCURTIDOS
201200082,"PEPINO RODAJAS CORTE LISO 4X1,5 KG NAC (CAJA 4)","1,5",kg,ACEITUNAS Y ENCURTIDOS
104534500,PEPPERONI ULTRADELGADO SUGARDALE 1 KG (CAJA 6),1,kg,FIAMBRERIA
103001080,"PEPPERONI ULTRADELGADO SUGARDALE 5,67 KG (CAJA 2)","5,67",kg,FIAMBRERIA
104543350,PEREJIL EN ESCAMAS 57 G BADIA (CAJA 6),57,g,SALSAS Y CONDIMENTOS
102500001,PESTO ALLA GENOVESE BARILLA 190G (CAJA 12),190,g,SALSAS Y CONDIMENTOS
104544210,PESTO GENOVESE BARILLA 500 GR (CAJA 6),500,gr,SALSAS Y CONDIMENTOS
102500002,PESTO POMODORI SECCHI BARILLA 200G (CAJA 12),200,g,SALSAS Y CONDIMENTOS
102500070,PESTO RICOTTA E NOCI BARILLA 190G (CAJA 12),190,g,SALSAS Y CONDIMENTOS
201700238,PF RUSTICAS MERKEN MARCO POLO 185 G (CAJA 12),185,g,ABARROTES
201700212,PF RUSTICAS SAL MARCO POLO 185G X 12 UN (CAJA 12),185,g,ABARROTES
201700241,PF RUSTICAS SAL PIMIENTA MARCO POLO 185G (CAJA 12),185,g,ABARROTES
201211650,PICKLE SURTIDO DON JUAN 1 KG (CAJA 6),1,kg,ACEITUNAS Y ENCURTIDOS
104538800,PIE DE LIMON CONGELADO (CAJA 2),,,POSTRES
104522460,PIMENTON AJI COLOR 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
104544560,"PIMENTON ENTERO ZANAFOODS 2,9 KG (CAJA 6)","2,9",kg,CONSERVAS
104524750,PIMENTON ENTERO ZANAFOODS 793 G (CAJA 12),793,g,CONSERVAS
104519600,"PIMENTON ROJO JULIANAS IQF ARDO 2,5 KG (CAJA 4)","2,5",kg,FRUTAS Y VERDURAS CONGELADAS
104547080,PIMENTON ROJO TIRAS IQF MINUTO VERDE 1KG (CAJA 12),1,kg,FRUTAS Y VERDURAS CONGELADAS
104544570,"PIMENTON TIRAS ROJAS ZANAFOODS 2,9 KG (CAJA 6)","2,9",kg,CONSERVAS
104519610,"PIMENTON VERDE JULIANAS IQF ARDO 2,5 KG (CAJA 4)","2,5",kg,FRUTAS Y VERDURAS CONGELADAS
104543370,PIMIENTA LIMON MOLIDA 680 G BADIA (CAJA 6),680,g,SALSAS Y CONDIMENTOS
104543380,PIMIENTA NARANJA MOLIDA 737 G BADIA (CAJA 4),737,g,SALSAS Y CONDIMENTOS
104543390,PIMIENTA NEGRA BUTCHER BLOCK 454 G BADIA (CAJA 6),454,g,SALSAS Y CONDIMENTOS
150000772,PIMIENTA NEGRA ENTERA 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
201700307,PIMIENTA NEGRA MOLIDA BOLSA 1KG EDRA (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
104538010,PINA CONGELADO 10 X 1 KG GUALLARAUCO (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104544580,PINA EN RODAJAS ZANAFOODS 3 KG (CAJA 6),3,kg,CONSERVAS
104541780,PINA EN RODAJAS ZANAFOODS 567 G (CAJA 24),567,g,CONSERVAS
104544590,PINA EN TROCITOS ZANAFOODS 3 KG (CAJA 6),3,kg,CONSERVAS
104541770,PINA EN TROCITOS ZANAFOODS 565 G (CAJA 24),565,g,CONSERVAS
40009378,PITCHER DE LECHE 1 L (UNIDAD),1,l,MAQUINAS Y REPUESTOS
40009375,PITCHER DE LECHE 250 CC (UNIDAD),250,cc,MAQUINAS Y REPUESTOS
40009376,PITCHER DE LECHE 500 CC (UNIDAD),500,cc,MAQUINAS Y REPUESTOS
40009377,PITCHER DE LECHE 750 CC (UNIDAD),750,cc,MAQUINAS Y REPUESTOS
209100161,PIZZA CONGELADA JAMON CHAMPINONES 12X440 (CAJA 12),,,PLATOS PREPARADOS
209100160,PIZZA CONGELADA MARGARITA 12X410G (CAJA 12),410,g,PLATOS PREPARADOS
209100163,PIZZA CONGELADA SALAMI 12X420G (CAJA 12),420,g,PLATOS PREPARADOS
104527460,PIZZA JAMON QUESO INDIVIDUAL 160 G (CAJA 24),160,g,PLATOS PREPARADOS
104527450,PIZZA PEPPERONI INDIVIDUAL 160 G (CAJA 24),160,g,PLATOS PREPARADOS
104520350,PLACA 30X30 CM LAVAZZA (UNIDAD),30,cm,CAFE Y BEBIDAS CALIENTES
104548890,PLATEADA CAT V VACIO CHILE (CAJA),,,CARNES
104545210,PLATO 3 DIVISIONES 23 CM COMPOSTABLE (CAJA 500),23,cm,EMPAQUES
104531280,PLATO AMERICANO CORONA LAVAZZA (CAJA 24),,,CAFE Y BEBIDAS CALIENTES
105201580,PLATO AMERICANO LAVAZZA (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104510310,PLATO CAPPUCCINO LAVAZZA (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104531290,PLATO CAPUCCINO CORONA LAVAZZA (CAJA 24),,,CAFE Y BEBIDAS CALIENTES
104545010,PLATO CAPUCCINO PREMIUM LAVAZZA (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
105010750,"PLATO DESECHABLE BLANCO 3 DIV 20,5 CM (CAJA 1000)","20,5",cm,EMPAQUES
104531310,PLATO ESPRESSO CORONA LAVAZZA (CAJA 24),,,CAFE Y BEBIDAS CALIENTES
104510270,PLATO ESPRESSO LAVAZZA (CAJA 12),,,CAFE Y BEBIDAS CALIENTES
104543980,PLATO ESPRESSO PREMIUM (CAJA 12),,,CAFE Y BEBIDAS CALIENTES
104539070,PLATO RESERVA DE TIERRA CAPUCCINO QR CJ6 (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104539080,PLATO RESERVA DE TIERRA ESPRESSO QR CJ06 (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104538980,PLATO RESERVA DE TIERRA USA (CAJA 6) (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104548210,PLATO RESERVA TIERRA AMERICANO (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104548300,PLATO RESERVA TIERRA AMERICANO (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
